experiment,feature_number,network,libraryID,manual check - Library,manual check - CANOPUS,conciseConsensusLibrary,conciseConsensusCanopus,conciseConsensusLevelLibrary,GnpsJobID,Mirror Plot verified?
dataset1,2005,730,all-trans-4-Hydroxyretinoic acid,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8147,730,all-trans-4-Hydroxyretinoic acid,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8323,442,all-trans-4-Hydroxyretinoic acid,correct,NA,Prenol lipids,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,10601,442,all-trans-4-Hydroxyretinoic acid,correct,NA,Prenol lipids,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,14627,730,all-trans-4-Hydroxyretinoic acid,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset2,3630,124,all-trans-4-Hydroxyretinoic acid,correct,NA,Lipids and lipid-like molecules,NA,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,7881,1665,all-trans-4-Ketoretinoic acid,correct,NA,Retinoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7881,4322,all-trans-4-Ketoretinoic acid,correct,NA,Retinoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5820,1067,Alloxydim,correct?,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5820,136,Alloxydim,correct?,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,184,1432,Altretamine,correct,correct,Amines,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,517,1432,Altretamine,correct,correct,Amines,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,660,1432,Altretamine,correct,correct,Amines,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1788,1432,Altretamine,correct,correct,Amines,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18698,1432,Altretamine,correct,correct,Amines,Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,184,2784,Altretamine,correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,517,2784,Altretamine,correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,660,2784,Altretamine,correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1788,2784,Altretamine,correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18698,2784,Altretamine,correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1641,1099,Ametryne,correct,correct,Organoheterocyclic compounds,Organoheterocyclic compounds,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1641,1455,Ametryne,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7008,-1,"Androsta-1,4-dien-3-one, 4-chloro-6,17-dihydroxy-17-methyl-, (6.beta.,17.beta.)-",correct,NA,Androstane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,14415,5283,"Androsta-1,4-dien-3-one, 4-chloro-6,17-dihydroxy-17-methyl-, (6.beta.,17.beta.)-",correct,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,14415,2976,"Androsta-1,4-dien-3-one, 4-chloro-6,17-dihydroxy-17-methyl-, (6.beta.,17.beta.)-",correct,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,15652,1888,Anisatin,correct,correct,Terpene lactones,Organic oxygen compounds,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15652,1301,Anisatin,correct,NA,Terpene lactones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15978,-1,Arachidonoyl ethanolamide,correct,NA,Carboximidic acids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,17626,-1,Arachidonoyl-2'-fluoroethylamide,correct,NA,Fatty amides,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,18214,-1,Arachidonoyl-2'-fluoroethylamide,correct,NA,Fatty amides,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,9753,393,Arachidonoylglycine,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,9753,599,Arachidonoylglycine,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3545,-1,Arg-Ala,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11543,-1,Arg-Ala,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3568,-1,Arg-Ala,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,6610,1030,Arg-Gly,correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19316,1030,Arg-Gly,correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6610,2384,Arg-Gly,correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19316,2384,Arg-Gly,correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3061,5744,Arg-Val,correct,correct,"Amino acids, peptides, and analogues",Organic acids and derivatives,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3061,2372,Arg-Val,correct,NA,"Amino acids, peptides, and analogues",NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4542,1657,Artemisinin,correct,correct,Terpene lactones,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4542,265,Artemisinin,correct,NA,Terpene lactones,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2233,-1,Articaine HCl,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,10444,-1,Asn-Asn-Arg,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset4,1400,-1,Astaxanthin,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,5033,1515,Atractylenolide III,correct,correct,Prenol lipids,Terpene lactones,class,89c9d8b0a49d467390b70dd337bc7015,
dataset1,15836,-1,Avobenzone,correct,NA,Chalcones and dihydrochalcones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8538,-1,Azelaic acid,correct,NA,Fatty acids and conjugates,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4046,91,Baccatin III,correct,correct,Diterpenoids,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8319,91,Baccatin III,correct,correct,Diterpenoids,Lipids and lipid-like molecules,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,4046,-1,Baccatin III,correct,NA,Diterpenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8319,-1,Baccatin III,correct,NA,Diterpenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2458,-1,Bamethane,incorrect?,NA,1-hydroxy-2-unsubstituted benzenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3506,379,Bamethane,correct,NA,Benzenoids,Organoheterocyclic compounds,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3506,669,Bamethane,correct,NA,Toluenes,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2808,3554,"Benzamide, N-(5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraen-1-yl-4-hydroxy-",correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7066,3554,"Benzamide, N-(5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraen-1-yl-4-hydroxy-",correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,14865,3554,"Benzamide, N-(5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraen-1-yl-4-hydroxy-",correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,15288,3554,"Benzamide, N-(5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraen-1-yl-4-hydroxy-",correct,NA,Benzoic acids and derivatives,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5553,-1,"Benzamide, N-[(1S)-1-(aminocarbonyl)-4-[(2-chloro-1-iminoethyl)amino]butyl]-",correct,NA,Benzoic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5953,-1,"Benzeneacetamide, N-[[[4-(5,9-diethoxy-6,8-dihydro-6-oxo-7H-pyrrolo[3,4-g]quinolin-7-yl)-3-methylphenyl]methyl]sulfonyl]-2-methoxy-",correct,NA,Pyrroloquinolines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,16050,-1,"Benzeneethanamine, 2,5-dimethoxy-N-[(2-methoxyphenyl)methyl]-3,4-dimethyl-",correct,NA,Methoxybenzenes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,18708,952,BENZETHONIUM,correct,correct,Phenylmethylamines,Phenylmethylamines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18708,674,BENZETHONIUM,correct,NA,Benzene and substituted derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,17010,558,Benzhydrol,correct,correct,Diphenylmethanes,Diphenylmethanes,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,17010,3594,Benzhydrol,correct,NA,Diphenylmethanes,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6924,952,Benzyldimethylphenylammonium cation,correct,correct,Phenylmethylamines,Phenylmethylamines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6924,674,Benzyldimethylphenylammonium cation,correct,NA,Benzene and substituted derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,302,952,Benzyldimethyltetradecylammonium cation,correct,correct,Phenylmethylamines,Phenylmethylamines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,17624,952,Benzyldimethyltetradecylammonium cation,correct,correct,Phenylmethylamines,Phenylmethylamines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18482,952,Benzyldimethyltetradecylammonium cation,correct,correct,Phenylmethylamines,Phenylmethylamines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,302,674,Benzyldimethyltetradecylammonium cation,correct,NA,Benzene and substituted derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,17624,674,Benzyldimethyltetradecylammonium cation,correct,NA,Benzene and substituted derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,18482,674,Benzyldimethyltetradecylammonium cation,correct,NA,Benzene and substituted derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,3945,2562,"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3945,3712,"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,3141,442,"Bis(2,2,6,6-tetramethyl-4-piperidyl) sebacate",correct,correct,Fatty acid esters,Organic acids and derivatives,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,6674,-1,Bixin,correct,NA,Diterpenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2467,393,Boldenone sulfate,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2467,-1,Boldenone sulfate,correct,NA,Sulfated steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,2601,-1,Bopindolol,correct,NA,Benzoic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,8643,693,Brassicasterol,correct,correct,Cholestane steroids,Cholestane steroids,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,7646,-1,Bufalin,correct,NA,Steroid lactones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5371,-1,Bursin,correct,NA,"Amino acids, peptides, and analogues",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1022,4392,C17-Sphinganine,correct,correct,Amines,Fatty amides,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6407,1349,C17-Sphinganine,correct,correct,Amines,Amines,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18765,4392,C17-Sphinganine,correct,correct,Amines,Fatty amides,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1022,5226,C17-Sphinganine,correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6407,524,C17-Sphinganine,correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18765,5226,C17-Sphinganine,correct,NA,Amines,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,8737,152,C17-Sphinganine,correct,correct,Fatty amides,Lipids and lipid-like molecules,subclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,1650,1067,Caffeine,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,1650,136,Caffeine,correct,NA,Organoheterocyclic compounds,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset4,4,31,Canthaxanthin (Euglenanone),correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,21028,31,Canthaxanthin (Euglenanone),correct,correct,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,Lipids and lipid-like molecules;Prenol lipids;Tetraterpenoids,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,1344,-1,Caryophyllene epoxide,correct,NA,Sesquiterpenoids,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset4,21381,-1,Cembrene,correct,correct,Lipids and lipid-like molecules;Prenol lipids;Diterpenoids,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,3691,-1,Chamissonolide,correct,NA,Terpene lactones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3448,-1,Chlormadinone acetate,correct,NA,Pregnane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,4340,-1,Chlormadinone acetate,correct,NA,Pregnane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11532,-1,Chlormadinone acetate,correct,NA,Pregnane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,12033,5283,Chlormadinone acetate,correct,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,18502,-1,Chlormadinone acetate,correct,NA,Pregnane steroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,12033,2976,Chlormadinone acetate,correct,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,9586,-1,Ciclopirox .beta.-D-glucuronide,correct,NA,Carbohydrates and carbohydrate conjugates,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,3233,-1,Ciclopirox .beta.-D-glucuronide,correct,NA,Carbohydrates and carbohydrate conjugates,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,429,-1,cis-13-Docosenoic acid,correct,NA,Fatty acids and conjugates,NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,1714,2304,cis-2-Decenoic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2260,-1,cis-2-Decenoic acid,correct,NA,Fatty acids and conjugates,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,1714,252,cis-2-Decenoic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6254,1670,cis-7-Hexadecenoic acid,correct,correct,Fatty acids and conjugates,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11931,1670,cis-7-Hexadecenoic acid,correct,correct,Fatty acids and conjugates,Fatty Acyls,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6254,128,cis-7-Hexadecenoic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11931,128,cis-7-Hexadecenoic acid,correct,NA,Fatty acids and conjugates,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,288,122,cis-7-Hexadecenoic acid methyl ester,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,2025,107,cis-Pinonic acid,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2226,107,cis-Pinonic acid,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3585,107,cis-Pinonic acid,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5418,107,cis-Pinonic acid,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2025,1794,cis-Pinonic acid,correct,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2226,1794,cis-Pinonic acid,correct,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,3585,1794,cis-Pinonic acid,correct,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,5418,1794,cis-Pinonic acid,correct,NA,Carbonyl compounds,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,9651,-1,Cocaine,correct,NA,Benzoic acids and derivatives,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset2,475,33,CocamidoprpylBetaine,correct,NA,Organic acids and derivatives,NA,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,5438,-1,COLFORSIN,correct,NA,Triterpenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,11181,2916,COLFORSIN,correct,NA,Triterpenoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11181,634,COLFORSIN,correct,NA,Triterpenoids,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7802,-1,Conessine,correct,NA,Steroidal alkaloids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,7129,740,Corey PG-lactone diol,correct,NA,Fatty alcohols,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19232,740,Corey PG-lactone diol,correct,NA,Fatty alcohols,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,7129,6462,Corey PG-lactone diol,correct,NA,Fatty alcohols,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19232,6462,Corey PG-lactone diol,correct,NA,Fatty alcohols,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset2,1193,124,Corey PG-lactone diol,correct,NA,Lipids and lipid-like molecules,NA,superclass,89c9d8b0a49d467390b70dd337bc7015,
dataset1,14352,-1,CORTISONE,correct,NA,Hydroxysteroids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,8397,74,Costunolide,correct,correct,Lipids and lipid-like molecules,Fatty Acyls,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,8397,1663,Costunolide,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2192,-1,Cycloheximide,correct,NA,Piperidinones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,5395,-1,Cycloheximide,correct,NA,Piperidinones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,17217,-1,Cycloheximide,correct,NA,Piperidinones,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset4,11762,586,D-PANTOTHENIC ACID - 40.0 eV,correct,correct,"Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues","Organic acids and derivatives;Carboxylic acids and derivatives;Amino acids, peptides, and analogues",subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset2,6838,-1,Dainic Acid A,correct,NA,"Amino acids, peptides, and analogues",NA,NA,89c9d8b0a49d467390b70dd337bc7015,
dataset1,2652,1473,Decamethylcyclopentasiloxane,correct,incorrect,Organosilicon compounds,Benzenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,19370,1473,Decamethylcyclopentasiloxane,correct,incorrect,Organosilicon compounds,Benzenoids,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18098,1583,Decanoyl-L-carnitine,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,18098,563,Decanoyl-L-carnitine,correct,NA,Fatty acid esters,NA,subclass,16616afa8edd490ea7e50cc316a20222,
dataset1,11095,-1,Defluoroparoxetine,correct,NA,Phenylpiperidines,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,9499,-1,Dehydrocholic acid,correct,NA,"Bile acids, alcohols and derivatives",NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,6537,-1,Dehydrovomifoliol,correct,NA,Sesquiterpenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset4,3807,174,"Dereplicator Identification - 7,11-Cyclobotryococca-5,12,26-triene",correct,correct,Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset4,11205,174,"Dereplicator Identification - 7,11-Cyclobotryococca-5,12,26-triene",correct,correct,Lipids and lipid-like molecules;Prenol lipids;Triterpenoids,Lipids and lipid-like molecules,subclass,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,2498,393,Desogestrel,correct,correct,Lipids and lipid-like molecules,Lipids and lipid-like molecules,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,2498,2132,Desogestrel,correct,NA,Steroids and steroid derivatives,NA,class,16616afa8edd490ea7e50cc316a20222,
dataset1,1741,-1,Desoxypipradrol,correct,NA,Diphenylmethanes,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset4,20093,-1,DETHIOBIOTIN - 50.0 eV,correct,correct,Lipids and lipid-like molecules;Fatty Acyls;Fatty acids and conjugates,Lipids and lipid-like molecules,NA,a94feb20e4214375bf89dfbe2b28fbd4,
dataset1,18629,-1,Diacetoxyscirpenol,correct,NA,Sesquiterpenoids,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,6271,4651,Dibutyl sebacate,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6584,-1,Dibutyl sebacate,correct,NA,Fatty acid esters,NA,NA,16616afa8edd490ea7e50cc316a20222,
dataset1,12970,4651,Dibutyl sebacate,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,6271,294,Dibutyl sebacate,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,12970,294,Dibutyl sebacate,correct,NA,Lipids and lipid-like molecules,NA,superclass,16616afa8edd490ea7e50cc316a20222,
dataset1,162,-1,Diethyl pimelate,correct,NA,Fatty acid esters,NA,NA,16616afa8edd490ea7e50cc316a20222,
