	rank	#adducts	#predictedFPs	Confidence_Score	CSI:FingerID_Score	Zodiac_Score	TreeIsotope_Score	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	id	Original_Path	scan	sirius_id	experimentName
757	758	1	1	0.2469407194751290	-155.83165986081300	1.0	169.53016690741900	C27H46O9	[M + K]+	HUSISCNTLUEZCN	"InChI=1S/C27H46O9/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(30)34-19-21(29)20-35-27-26(33)25(32)24(31)22(18-28)36-27/h3-4,6-7,9-10,21-22,24-29,31-33H,2,5,8,11-20H2,1H3"	"[2-hydroxy-3-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropyl] (9Z,12Z,15Z)-octadeca-9,12,15-trienoate"	CCC=CCC=CCC=CCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)O		11497202;44715454;51692835;51692836;51692837;51692838;67458951;90805430;91203997;101518159;101562099;102302645;124899775;124899776;124899777;124899778	Natural Products:(UNPD123361 UNPD137650);PubChem:(11497202 44715454 51692835 51692836 51692837 51692838 67458951 90805430 91203997 101518159 101562099 102302645 124899775 124899776 124899777 124899778);ZINC bio:(ZINC31155081 ZINC31155085 ZINC31155090 ZINC31155095 ZINC35454647 ZINC35454651 ZINC35454655 ZINC35454658);Training Set:(null);PubMed:(null);KEGG Mine:(null)	8589992130	757	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7414	6323_spectrumfile-00000_7414	7414
758	759	4	4	0.2466579695391680	-130.59507710479400	1.0	72.5295441516927	C26H50N2O4	[M + H]+	BFZQCCBWXOYLSB	"InChI=1S/C26H50N2O4/c1-4-6-8-10-11-12-13-14-16-20-24(29)27-22-18-17-19-23(26(31)32-3)28-25(30)21-15-9-7-5-2/h23H,4-22H2,1-3H3,(H,27,29)(H,28,30)"	methyl 6-(dodecanoylamino)-2-(heptanoylamino)hexanoate	CCCCCCCCCCCC(=O)NCCCCC(C(=O)OC)NC(=O)CCCCCC		20606596	PubChem:(20606596)	2	758	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7661	6505_spectrumfile-00000_7661	7661
759	760	1	1	0.2465944738881330	-49.34120952816360	1.0	52.63651988082520	C20H42O5	[M + H]+	WPMWEFXCIYCJSA	"InChI=1S/C20H42O5/c1-2-3-4-5-6-7-8-9-10-11-13-22-15-17-24-19-20-25-18-16-23-14-12-21/h21H,2-20H2,1H3"	Dodecyltetraglycol	CCCCCCCCCCCCOCCOCCOCCOCCO		78933;100970417;100970418;101208025	MeSH:(78933);PubChem:(78933 100970417 100970418 101208025);PubMed:(null);KEGG Mine:(null)	8589934790	759	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4170	3655_spectrumfile-00000_4170	4170
760	761	1	1	0.24650427822716700	-219.15355662422000	1.0	71.13153451996580	C10H15NO10	[M + H]+	MGIKRONJJRQIFS	"InChI=1S/C10H15NO10/c1-4(12)11(5(9(17)18)2-7(13)14)21-6(10(19)20)3-8(15)16/h4-6,12H,2-3H2,1H3,(H,13,14)(H,15,16)(H,17,18)(H,19,20)"		CC(N(C(CC(=O)O)C(=O)O)OC(CC(=O)O)C(=O)O)O		88394067	PubChem:(88394067)	2	760	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7276	6201_spectrumfile-00000_7276	7276
761	762	1	1	0.2464729936345140	-105.79376612314100	1.0	107.89002655333600	C24H50O10	[M + H]+	BZINCVPMLNOWKD	"InChI=1S/C24H50O10/c1-6-18(26)11-30-15-22(32-10-17(5)25)24(34-14-21(29)9-4)23(33-13-20(28)8-3)16-31-12-19(27)7-2/h17-29H,6-16H2,1-5H3"		CCC(COCC(C(C(COCC(CC)O)OCC(CC)O)OCC(CC)O)OCC(C)O)O		57724772	PubChem:(57724772)	2	761	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7386	6296_spectrumfile-00000_7386	7386
762	763	1	1	0.24627655275796500	-136.0199477702240	1.0	131.4765609209310	C11H18N2O2	[M + H]+	SZJNCZMRZAUNQT	"InChI=1S/C11H18N2O2/c1-7(2)6-8-11(15)13-5-3-4-9(13)10(14)12-8/h7-9H,3-6H2,1-2H3,(H,12,14)"	Gancidin W	CC(C)CC1C(=O)N2CCCC2C(=O)N1		102892;927565;927566;7074739;7074740;16395094;23742114;129317645;129851101	HMDB:(34276);KNApSAcK:(18662);Natural Products:(UNPD12973 UNPD34304 UNPD52693 UNPD85073);PubChem:(102892 927565 927566 7074739 7074740 16395094 23742114 129317645 129851101);CHEBI:(133094);ZINC bio:(ZINC00517336 ZINC00517337 ZINC04023242 ZINC04023243);MeSH:(102892 7074739);GNPS:(CCMSLIB00000007046 CCMSLIB00000007048 CCMSLIB00000007049 CCMSLIB00000007050);Training Set:(null);PubMed:(null);Biocyc:(CPD-20369)	63742	762	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1300	1083_spectrumfile-00000_1300	1300
763	764	1	4	0.2455351844491310	-145.49034896580800	0.5703517587939700	58.118283336349	C19H30O11	[M + H]+	HUVIXLWRQSMCLN	"InChI=1S/C19H30O11/c1-5-9-10(6-13(25-2)26-3)11(17(24)27-4)8-28-18(9)30-19-16(23)15(22)14(21)12(7-20)29-19/h5,8-10,12-16,18-23H,1,6-7H2,2-4H3"	Secologanin dimethyl acetal	COC(CC1C(C(OC=C1C(=O)OC)OC2C(C(C(C(O2)CO)O)O)O)C=C)OC		157140;14192587	KNApSAcK:(31339);Natural Products:(UNPD196719 UNPD228128);PubChem:(157140 14192587);PubMed:(null)	32850	763	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8034	6772_spectrumfile-00000_8034	8034
764	765	1	2	0.24529719100659500	-141.27391513110600	0.02311557788944720	75.54547700452770	C12H16N2O7	[M + H]+	YWCHWFVTOHLDLI	"InChI=1S/C12H16N2O7/c1-2-6(16)5-3-14(12(20)13-10(5)19)11-9(18)8(17)7(4-15)21-11/h2-3,6-9,11,15-18H,1,4H2,(H,13,19,20)"		C=CC(C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O)O		66918874	PubChem:(66918874)	2	764	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7760	6576_spectrumfile-00000_7760	7760
765	766	1	1	0.24518246067517100	-216.6208826894030	1.0	67.5062117257141	C10H15NO10	[M + H]+	MGIKRONJJRQIFS	"InChI=1S/C10H15NO10/c1-4(12)11(5(9(17)18)2-7(13)14)21-6(10(19)20)3-8(15)16/h4-6,12H,2-3H2,1H3,(H,13,14)(H,15,16)(H,17,18)(H,19,20)"		CC(N(C(CC(=O)O)C(=O)O)OC(CC(=O)O)C(=O)O)O		88394067	PubChem:(88394067)	2	765	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7763	6579_spectrumfile-00000_7763	7763
766	767	1	31	0.24495118263844000	-264.7948377073640	0.1206030150753770	39.251435064645400	C26H48N2O11	[M + K]+	AMASBHHMASPUPP	"InChI=1S/C26H48N2O11/c1-3-5-7-13-27-17(29)11-9-15-19(31)21(33)23(35)25(37-15)39-26-24(36)22(34)20(32)16(38-26)10-12-18(30)28-14-8-6-4-2/h15-16,19-26,31-36H,3-14H2,1-2H3,(H,27,29)(H,28,30)"	"N-pentyl-3-[3,4,5-trihydroxy-6-[3,4,5-trihydroxy-6-[3-oxo-3-(pentylamino)propyl]oxan-2-yl]oxyoxan-2-yl]propanamide"	CCCCCNC(=O)CCC1C(C(C(C(O1)OC2C(C(C(C(O2)CCC(=O)NCCCCC)O)O)O)O)O)O		5271301;20980823	PubChem:(5271301 20980823)	2	766	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8139	6867_spectrumfile-00000_8139	8139
767	768	1	4	0.2449141940733780	-226.9661643347310	0.11407035175879400	34.467532604831000	C24H49N3O4	[M + K]+	RRPIFCJZLQSORQ	"InChI=1S/C24H49N3O4/c1-3-5-7-9-11-13-23(30)25-15-17-27(19-21-28,20-22-29)18-16-26-24(31)14-12-10-8-6-4-2/h28-29H,3-22H2,1-2H3,(H-,25,26,30,31)/p+1"		CCCCCCCC(=O)NCC[N+](CCNC(=O)CCCCCCC)(CCO)CCO		101274887	PubChem:(101274887)	2	767	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4485	3967_spectrumfile-00000_4485	4485
768	769	1	1	0.2448914350279430	-218.52744889267800	1.0	82.45330735248190	C39H56O6	[M + H]+	SNSZYHNGSIULIJ	"InChI=1S/C39H56O6/c1-23(2)27(14-13-26-11-9-8-10-12-26)15-16-28(36(43)44)34-30-21-32(42)35-37(5)19-18-31(41)24(3)29(37)17-20-38(35,6)39(30,7)22-33(34)45-25(4)40/h8-12,24,29-33,35,41-42H,13-22H2,1-7H3,(H,43,44)"		CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC(=C(C)C)CCC5=CC=CC=C5)C(=O)O)OC(=O)C)C)O)C		69626218	PubChem:(69626218)	2	768	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2335	2099_spectrumfile-00000_2335	2335
769	770	1	2	0.2447850765410470	-146.31083921733300	0.7582914572864320	25.257705383179900	C17H32O11	[M + Na]+	BMRVKYAUKKSGNJ	"InChI=1S/C17H32O11/c1-2-3-4-5-25-17-15(13(23)11(21)9(7-19)27-17)28-16-14(24)12(22)10(20)8(6-18)26-16/h8-24H,2-7H2,1H3"		CCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O			Natural Products:(UNPD213595)	32768	769	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5152	4447_spectrumfile-00000_5152	5152
770	771	3	3	0.24472454313301	-262.7563713800270	1.0	41.853272624531600	C29H57N5O8	[M - H2O + H]+	IGYFCTPEXNERMI	"InChI=1S/C29H57N5O8/c1-31(39)26(35)18-11-5-2-8-14-23-32(40)27(36)19-12-6-3-9-15-24-33(41)28(37)20-13-7-4-10-16-25-34(42)29(38)21-17-22-30/h39-42H,2-25,30H2,1H3"		CN(C(=O)CCCCCCCN(C(=O)CCCCCCCN(C(=O)CCCCCCCN(C(=O)CCCN)O)O)O)O		118684807	PubChem:(118684807)	2	770	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6436	5555_spectrumfile-00000_6436	6436
771	772	4	8	0.2446501237361660	-100.58741678414900	0.9673366834170860	26.297813194338300	C9H9N5O4	[M + H]+	DKSCEXGYMXYAFS	"InChI=1S/C9H9N5O4/c10-7-6-8(12-2-11-7)14(3-13-6)4(9(17)18)1-5(15)16/h2-4H,1H2,(H,15,16)(H,17,18)(H2,10,11,12)"		C1=NC2=C(C(=N1)N)N=CN2[C@@H](CC(=O)O)C(=O)O			Natural Products:(UNPD101441)	32768	771	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3759	3263_spectrumfile-00000_3759	3759
772	773	1	1	0.2446459784131680	-146.10767532296300	1.0	163.04533732303400	C22H45NO6	[M + H]+	AWDXZXNMHAJLOR	"InChI=1S/C22H45NO6/c1-2-3-4-5-6-7-8-9-10-11-22(25)23-12-14-26-16-18-28-20-21-29-19-17-27-15-13-24/h24H,2-21H2,1H3,(H,23,25)"		CCCCCCCCCCCC(=O)NCCOCCOCCOCCOCCO		11080282	PubChem:(11080282)	2	772	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6909	5923_spectrumfile-00000_6909	6909
773	774	1	2	0.2435841886717560	-144.1260658613330	0.9457286432160800	96.3759887729551	C26H46O9	[M + Na]+	OXUIHRCPQUGUJR	"InChI=1S/C26H46O9/c1-19(34-26-25(32)24(31)23(30)21(35-26)18-33-20(2)27)16-14-12-10-8-6-4-3-5-7-9-11-13-15-17-22(28)29/h3-4,19,21,23-26,30-32H,5-18H2,1-2H3,(H,28,29)"		CC(CCCCCCC=CCCCCCCCC(=O)O)OC1C(C(C(C(O1)COC(=O)C)O)O)O		101520873	PubChem:(101520873)	2	773	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7400	6310_spectrumfile-00000_7400	7400
774	775	1	1	0.2435745542523380	-248.04876304047200	0.9994974874371860	212.86802885510900	C39H56O6	[M + H]+	VSQZFGAGSNFJSN	"InChI=1S/C39H56O6/c1-23-14-17-35(3)20-21-37(5)27(32(35)24(23)2)22-28(41)33-36(4)18-16-30(39(7,34(43)44)29(36)15-19-38(33,37)6)45-31(42)13-10-25-8-11-26(40)12-9-25/h8-9,11,22-24,26,29-30,32-33,40H,10,12-21H2,1-7H3,(H,43,44)"		CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)OC(=O)CCC6=CCC(C=C6)O)C)C)C2C1C)C)C		70944557	PubChem:(70944557)	2	774	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7174	6159_spectrumfile-00000_7174	7174
775	776	4	8	0.2434904570246760	-279.61576312162100	0.04170854271356780	128.5253940910340	C26H44N6O5	[M - H2O + H]+	UQNWKRJKFALLGY	"InChI=1S/C26H44N6O5/c1-14(2)13-19-23(34)29-18-10-8-16-9-11-20(32(16)26(18)37)24(35)31-21(15(3)4)25(36)28-17(22(33)30-19)7-5-6-12-27/h14-21H,5-13,27H2,1-4H3,(H,28,36)(H,29,34)(H,30,33)(H,31,35)"		CC(C)CC1C(=O)NC2CCC3CCC(N3C2=O)C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)C(C)C		10940294;15971499	PubChem:(10940294 15971499)	2	775	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8181	6887_spectrumfile-00000_8181	8181
776	777	1	4	0.24309229185501500	-148.92856439828300	0.01155778894472360	24.997402308465900	C19H38O8	[M + Na]+	WIQADYZCLSIAHT	"InChI=1S/C19H38O8/c1-3-13(20)15(22)11-17(24)18(25)12-16(23)14(21)9-7-5-4-6-8-10-19(26)27-2/h13-18,20-25H,3-12H2,1-2H3"		CCC(C(CC(C(CC(C(CCCCCCCC(=O)OC)O)O)O)O)O)O		89419596	PubChem:(89419596)	2	776	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9243	7571_spectrumfile-00000_9243	9243
777	778	1	12	0.2430047653926760	-263.4166892994670	0.08140703517587940	196.56054828197100	C22H37N3O16	[M + H]+	LMCFNOKPTBLGEG	"InChI=1S/C22H37N3O16/c1-5(27)23-9-13(31)16(8(4-26)37-18(9)34)38-22-11(25-7(3)29)14(32)17(20(36)41-22)39-21-10(24-6(2)28)12(30)15(33)19(35)40-21/h8-22,26,30-36H,4H2,1-3H3,(H,23,27)(H,24,28)(H,25,29)"		CC(=O)NC1C(C(C(OC1O)CO)OC2C(C(C(C(O2)O)OC3C(C(C(C(O3)O)O)O)NC(=O)C)O)NC(=O)C)O		131697736	PubChem:(131697736)	2	777	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8888	7301_spectrumfile-00000_8888	8888
778	779	4	10	0.24298510260348800	-271.527257508732	0.2673366834170850	115.28013181782900	C18H31NO8P2	[M - H2O + H]+	TXPXMZLZGLSGFF	"InChI=1S/C18H31NO8P2/c1-13(2)12-15-7-9-16(10-8-15)17(19-14(3)20)6-4-5-11-18(21,28(22,23)24)29(25,26)27/h7-10,13,17,21H,4-6,11-12H2,1-3H3,(H,19,20)(H2,22,23,24)(H2,25,26,27)"		CC(C)CC1=CC=C(C=C1)C(CCCCC(O)(P(=O)(O)O)P(=O)(O)O)NC(=O)C		88422995	PubChem:(88422995)	2	778	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4357	3840_spectrumfile-00000_4357	4357
779	780	3	4	0.24279464809540900	-218.90863186104100	0.9738693467336680	86.80970132255390	C26H44NO5P	[M + H3N + H]+	UKMVVDNVAHTFRQ	"InChI=1S/C26H44NO5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-21-26(28)27-25(23-32-33(29,30)31)22-24-19-16-15-17-20-24/h9-10,15-17,19-20,25H,2-8,11-14,18,21-23H2,1H3,(H,27,28)(H2,29,30,31)"	[(2S)-2-[[(Z)-heptadec-8-enoyl]amino]-3-phenylpropyl] dihydrogen phosphate	CCCCCCCCC=CCCCCCCC(=O)NC(CC1=CC=CC=C1)COP(=O)(O)O		11167571;11454487	PubChem:(11167571 11454487)	2	779	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	9666	7920_spectrumfile-00000_9666	9666
780	781	1	2	0.2427105570255060	-49.052198602640500	0.8788944723618090	37.24933081374380	C20H41O10P	[M + H]+	OTNBWCANPMVZOW	"InChI=1S/C20H41O10P/c1-2-3-4-5-6-7-8-9-10-11-12-13-20(23)27-16-19(30-24)17-29-31(25,26)28-15-18(22)14-21/h18-19,21-22,24H,2-17H2,1H3,(H,25,26)"		CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)OO		129847211	PubChem:(129847211)	130	780	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5829	5003_spectrumfile-00000_5829	5829
781	782	1	1	0.2423058691168040	-319.64930734924100	1.0	62.38069256629890	C16H31N5O5	[M + H]+	FOQYAKWCEPKLEO	"InChI=1S/C16H31N5O5/c1-22-10-6-20(7-11-23-2)14-17-15(19-16(18-14)26-5)21(8-12-24-3)9-13-25-4/h6-13H2,1-5H3"		COCCN(CCOC)C1=NC(=NC(=N1)OC)N(CCOC)CCOC		53385638	PubChem:(53385638)	2	781	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5362	4616_spectrumfile-00000_5362	5362
782	783	3	3	0.24193372233388000	-41.2709764674225	1.0	153.18073365837700	C19H36O4	[M - H2O + H]+	KVYUBFKSKZWZSV	"InChI=1S/C19H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h7-8,18,20-21H,2-6,9-17H2,1H3"	Monopalmitolein	CCCCCCC=CCCCCCCCC(=O)OCC(CO)O		3377134;5808324;9883914;53301862;53480976;71627386;87854564	HMDB:(11565);PubChem:(3377134 5808324 9883914 53301862 53480976 71627386 87854564);YMDB Mine:(null);CHEBI:(133596);MeSH:(53301862);Training Set:(null);PubMed:(null)	34359754990	782	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5081	4376_spectrumfile-00000_5081	5081
783	784	1	9	0.24188434335449000	-202.03775219039900	0.10050251256281400	171.37114354064300	C31H60O8	[M + K]+	XXSPSMHWKNTUMD	"InChI=1S/C31H60O8/c1-7-12-19-35-26-27(36-20-13-8-2)29(38-22-15-10-4)31(33,18-17-24-34-25(6)32)30(39-23-16-11-5)28(26)37-21-14-9-3/h26-30,33H,7-24H2,1-6H3"		CCCCOC1C(C(C(C(C1OCCCC)OCCCC)(CCCOC(=O)C)O)OCCCC)OCCCC		89856876	PubChem:(89856876)	2	783	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	8518	7121_spectrumfile-00000_8518	8518
784	785	1	1	0.2417937228440490	-59.77752109994220	1.0	40.48841667052730	C11H9NO2	[M + H]+	CILJSZLWPHTUIP	"InChI=1S/C11H9NO2/c1-14-11(13)10-7-6-8-4-2-3-5-9(8)12-10/h2-7H,1H3"	2-Quinoline methyl ester	COC(=O)C1=NC2=CC=CC=C2C=C1		421738	PubChem:(421738);ZINC bio:(ZINC00031320);GNPS:(CCMSLIB00000079825);Training Set:(null);PubMed:(null);KEGG Mine:(null)	8589963458	784	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	5712	4892_spectrumfile-00000_5712	5712
785	786	1	1	0.24159419638228500	-59.859014719172400	1.0	24.057169589138900	C10H7NO2	[M + H]+	LOAUVZALPPNFOQ	"InChI=1S/C10H7NO2/c12-10(13)9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,(H,12,13)"	bmse000417	C1=CC=C2C(=C1)C=CC(=N2)C(=O)O		7124;3538644;10487700;10511722;10654900;10773641;12119423;101504886	HMDB:(842);PubChem:(7124 3538644 10487700 10511722 10654900 10773641 12119423 101504886);CHEBI:(19775 18386);ZINC bio:(ZINC00084153);MeSH:(7124);KEGG:(C06325);Training Set:(null);PubMed:(null);Biocyc:(QUINALDATE)	27118	785	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	1196	980_spectrumfile-00000_1196	1196
786	787	1	13	0.24155687471802800	-176.31398051917300	0.3085427135678390	44.037699896256700	C25H44O14	[M + H]+	ZEXKSUCLBVLBSE	"InChI=1S/C25H44O14/c1-3-5-10-34-24-22(32)20(30)18(28)14(38-24)12-36-16(26)8-7-9-17(27)37-13-15-19(29)21(31)23(33)25(39-15)35-11-6-4-2/h14-15,18-25,28-33H,3-13H2,1-2H3"		CCCCOC1C(C(C(C(O1)COC(=O)CCCC(=O)OCC2C(C(C(C(O2)OCCCC)O)O)O)O)O)O		101707802	PubChem:(101707802)	2	786	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4690	4171_spectrumfile-00000_4690	4690
787	788	1	6	0.2412651243266830	-196.111639634078	0.03165829145728640	95.12317260224850	C24H35NO3	[M + K]+	PBMWGTZJDVBFGK	"InChI=1S/C24H35NO3/c1-14(2)11-20-22-17(5)16(4)13-18-12-15(3)7-6-8-19(26)9-10-21(27)24(18,22)23(28)25-20/h9-10,12-14,17-20,22,26H,6-8,11H2,1-5H3,(H,25,28)"		CC1C2C(NC(=O)C23C(C=C(CCCC(C=CC3=O)O)C)C=C1C)CC(C)C		10362683;10762685	MeSH:(10762685);KNApSAcK:(15371);Natural Products:(UNPD4965);PubChem:(10362683 10762685);PubMed:(null)	32982	787	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6913	5927_spectrumfile-00000_6913	6913
788	789	4	16	0.24114433573394900	-210.53189492393800	0.0763819095477387	80.7774198986919	C22H40N2O13	[M + H]+	HUWMQCOIFGNNMU	"InChI=1S/C22H40N2O13/c1-8(12(23)19(32)37-22(3,4)5)33-20-13(24-9(2)27)18(15(29)11(7-26)34-20)36-21-17(31)16(30)14(28)10(6-25)35-21/h8,10-18,20-21,25-26,28-31H,6-7,23H2,1-5H3,(H,24,27)"		CC(C(C(=O)OC(C)(C)C)N)OC1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)O)NC(=O)C		101745107	PubChem:(101745107)	2	788	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3236	2886_spectrumfile-00000_3236	3236
789	790	1	3	0.2407450906605040	-252.31091278329300	0.041206030150753800	27.95723549057750	C8H16N6O4	[M + H]+	XKZDRRADTFLVLW	"InChI=1S/C8H16N6O4/c9-6(7(15)16)5-18-4-3-12-8(17)11-1-2-13-14-10/h6H,1-5,9H2,(H,15,16)(H2,11,12,17)"		C(CN=[N+]=[N-])NC(=O)NCCOCC(C(=O)O)N		117858870	PubChem:(117858870)	2	789	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	3792	3292_spectrumfile-00000_3792	3792
790	791	1	2	0.2407253454693850	-184.1695328871460	0.9160804020100500	39.6432396715271	C13H19N3O7	[M + H]+	IBUGLTFFGUPALV	"InChI=1S/C13H19N3O7/c1-2-5-22-13(21)15-8-3-4-16(12(20)14-8)11-10(19)9(18)7(6-17)23-11/h3-4,7,9-11,17-19H,2,5-6H2,1H3,(H,14,15,20,21)"		CCCOC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)O		10019438	PubChem:(10019438)	2	790	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6191	5310_spectrumfile-00000_6191	6191
791	792	2	2	0.24035624811565000	-310.98294536718900	1.0	37.75260414959870	C30H56N4O6	[M + H3N + H]+	OKWMONUAEOTWHX	"InChI=1S/C30H56N4O6/c1-8-11-15-24(35)34(28(23(6)7)30(40)31-18-12-9-2)21-14-16-25(36)33(20-10-3)27(22(4)5)29(39)32-19-13-17-26(37)38/h22-23,27-28H,8-21H2,1-7H3,(H,31,40)(H,32,39)(H,37,38)"		CCCCC(=O)N(CCCC(=O)N(CCC)C(C(C)C)C(=O)NCCCC(=O)O)C(C(C)C)C(=O)NCCCC		89732989	PubChem:(89732989)	2	791	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7868	6676_spectrumfile-00000_7868	7868
792	793	4	16	0.2401331732456980	-242.23100397128200	0.5271356783919600	29.116234884861900	C28H48O11	[M + H3N + H]+	QJBCUNHPTHCYIU	"InChI=1S/C28H48O11/c1-6-7-8-9-10-11-12-13-14-15-16-33-17-18-34-28-27(38-23(5)32)26(37-22(4)31)25(36-21(3)30)24(39-28)19-35-20(2)29/h24-28H,6-19H2,1-5H3"		CCCCCCCCCCCCOCCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C		9985272;10076504	PubChem:(9985272 10076504)	2	792	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6429	5548_spectrumfile-00000_6429	6429
793	794	1	4	0.24004632365576400	-220.75902903252300	0.8356783919597990	66.26259504386190	C19H30N2O11	[M + H]+	VBZAICPTLNTKLC	"InChI=1S/C19H30N2O11/c1-4-5-29-18-13(21-9(3)25)16(28)17(11(7-23)31-18)32-19-12(20-8(2)24)15(27)14(26)10(6-22)30-19/h1,10-19,22-23,26-28H,5-7H2,2-3H3,(H,20,24)(H,21,25)"		CC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)NC(=O)C)OCC#C)CO)CO)O)O		89187083	PubChem:(89187083)	2	793	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	6682	5728_spectrumfile-00000_6682	6682
794	795	3	4	0.2400043014689150	-197.1611942138070	0.499497487437186	110.49697571925000	C27H36O8	[M - H2O + H]+	ZBMNFJNTLNNQGK	"InChI=1S/C27H36O8/c1-13(28)33-19-20-23(3,4)17(30)9-10-24(20,5)16-8-11-25(6)15(22(31)32)12-18-27(25,35-18)26(16,7)21(19)34-14(2)29/h9-10,15-16,18-21H,8,11-12H2,1-7H3,(H,31,32)"		CC(=O)OC1C2C(C(=O)C=CC2(C3CCC4(C(CC5C4(C3(C1OC(=O)C)C)O5)C(=O)O)C)C)(C)C		56641141	PubChem:(56641141)	2	794	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	4458	3941_spectrumfile-00000_4458	4458
795	796	4	4	0.2393534526789070	-92.47918770574590	1.0	54.529634311738100	C11H19NO6	[M + H]+	JYLVNIBFCXHELY	"InChI=1S/C11H19NO6/c1-7(13)18-6-11(2,3)9(16)10(17)12-5-4-8(14)15/h9,16H,4-6H2,1-3H3,(H,12,17)(H,14,15)"		CC(=O)OCC(C)(C)C(C(=O)NCCC(=O)O)O		129285626	PubChem:(129285626)	2	795	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	7563	6415_spectrumfile-00000_7563	7563
796	797	1	1	0.23912074284827100	-232.53284956488900	1.0	93.82280672015560	C16H31N5O3	[M + H]+	DPEOFHXMOZBSGD	"InChI=1S/C16H31N5O3/c1-12(10-23-4)18-15-9-14(17-7-6-8-22-3)20-16(21-15)19-13(2)11-24-5/h9,12-13H,6-8,10-11H2,1-5H3,(H3,17,18,19,20,21)"	"2-N,4-N-bis(1-methoxypropan-2-yl)-6-N-(3-methoxypropyl)pyrimidine-2,4,6-triamine"	CC(COC)NC1=NC(=NC(=C1)NCCCOC)NC(C)COC		59344311	PubChem:(59344311)	2	796	f.ikoester/Pn_Canopus_All_SIRIUS2.mgf	2948	2629_spectrumfile-00000_2948	2948
