experiment,feature_number,network,libraryID,ecoNetConsensus,ecoNetConsensusScore,ecoNetConsensusLevel,numberOfNodes,matchSource,GnpsJobID
dataset1,20033,-1,"Massbank:UF410703 4-Formyl-antipyrine|1,5-dimethyl-3-oxidanylidene-2-phenyl-pyrazole-4-carbaldehyde",Pyrazoles,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20301,685,16.beta.-Hydroxyfurazabol,Estrane steroids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20310,1016,Polyporic acid,Carbonyl compounds,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20489,933,Spectral Match to DL-Phenylalanine from NIST14,"Amino acids, peptides, and analogues",1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20512,-1,rac-7-Hydroxypropranolol,Naphthols and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20546,-1,5-Nitroso-8-quinolinol,8-hydroxyquinolines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20658,134,6.beta.-Hydroxyfluoxymesterone,Androstane steroids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20659,4004,"Octanediamide, N1-(2-aminophenyl)-N8-phenyl-",Anilides,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20680,4455,Ethyl-4-dimethylaminobenzoate,Benzoic acids and derivatives,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20683,2303,"Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14",Carbonyl compounds,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20704,245,Pentaethylene glycol,Ethers,1,subclass,12,Library,16616afa8edd490ea7e50cc316a20222
dataset1,20733,36,"Massbank:AU285203 N,N-Dimethyltetradecylamine-N-oxide|Myristamine oxide|N,N-dimethyltetradecan-1-amine oxide",Aminoxides,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,3,609,Spectral Match to Palmitamide from NIST14,Fatty amides,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,21,414,Diethyltoluamide,Benzene and substituted derivatives,0.8,class,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,35,121,Pentaethylene glycol,Ethers,1.1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,36,-1,"10E,12Z-octadecadienoic acid",Lineolic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,42,-1,Massbank:LU030802 Lauryldiethanolamine|2-[dodecyl(2-hydroxyethyl)amino]ethanol,Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,44,-1,Val-Gly-Arg,"Amino acids, peptides, and analogues",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,46,813,Thromboxane B3,Eicosanoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,83,-1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Fatty amides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,88,1647,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,Phosphate esters,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,104,181,Icaridin,Piperidinecarboxylic acids and derivatives,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,114,-1,Prednisolone 21-acetate,Pregnane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,145,-1,"(1R,3R,6R,8S,10R,13S,16S,17R)-8-tert-butyl-6,17-dihydroxy-16-methyl-2,4,14,19-tetraoxahexacyclo[8.7.2.0?,??.0?,?.0?,??.0??,??]nonadecane-5,15,18-trione",Terpene lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,147,-1,Tetraethylene glycol,Ethers,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,150,524,"Massbank:LU100202 2,2'-(Tetradecylimino)diethanol|Tetradecyldiethanolamine",Amines,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,160,-1,Metanephrine,Methoxyphenols,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,162,-1,Diethyl pimelate,Fatty acid esters,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,184,2784,Altretamine,Amines,1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,241,638,Linoleoylglycine,Lipids and lipid-like molecules,0.9,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,250,604,"11-Hexadecenoic acid, 16-[[(ethylamino)carbonyl]amino]-, (11Z)-",Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,286,160,Spectral Match to Nonaethylene glycol from NIST14,Ethers,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,302,674,Benzyldimethyltetradecylammonium cation,Benzene and substituted derivatives,0.8333333333333334,class,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,314,650,Aleuritic acid,Fatty acids and conjugates,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,353,2143,2-Methyl-N-(4-Methylphenyl)alanine,Organic acids and derivatives,0.7,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,382,160,Spectral Match to Decaethylene glycol from NIST14,Ethers,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,386,650,Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14,Fatty acids and conjugates,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,434,1046,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",Tetracarboxylic acids and derivatives,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,442,3820,"Massbank:AU406506 3,6,9,12-Tetraoxatetracosan-1-ol|Tetraethylene glycol monododecyl ether|2-[2-[2-(2-dodecoxyethoxy)ethoxy]ethoxy]ethanol",Ethers,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,455,2776,hyocholic acid,"Bile acids, alcohols and derivatives",1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,490,294,Sebacic acid,Lipids and lipid-like molecules,0.7,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,517,2784,Altretamine,Amines,1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,524,-1,Janerin,Terpene lactones,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,616,239,0821_triethylphosphate,Phosphate esters,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,642,4332,Tetraethylene glycol monomethyl ether,Ethers,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,646,-1,Nebivolol,1-benzopyrans,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,660,2784,Altretamine,Amines,1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,680,-1,"(1S,8R,16S,17R)-11,12-dimethoxy-5,15-diazahexacyclo[13.4.2.0?,??.0?,??.0?,??.0?,??]henicosa-2,9,11,13-tetraen-21-one",Aminoquinolines and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,688,-1,Spectral Match to Palmitamide from NIST14,Fatty amides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,697,-1,o-Tolidine,Biphenyls and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,715,-1,Palmitoyl-L-carnitine,Fatty acid esters,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,784,3189,"Dodecanoic acid, 12-[[(cyclohexylamino)carbonyl]amino]-",Fatty acids and conjugates,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,794,-1,Hexadecanedioic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,796,592,Spectral Match to Dibutyl phthalate from NIST14,Benzoic acids and derivatives,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,801,181,Icaridin,Piperidinecarboxylic acids and derivatives,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,803,2861,"Dodeca-2(E),4(E)-dienoic acid",Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,836,3205,Galanthamine,Galanthamine-type amaryllidaceae alkaloids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,842,-1,4.alpha.-Hydroxystanozolol,Estrane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,881,1297,Massbank:KW104402 N-(n-octyl)-2-pyrrolidinone,N-alkylpyrrolidines,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,917,181,MassbankEU:SM822901 Icaridin|Bbutan-2-yl 2-(2-hydroxyethyl)piperidine-1-carboxylate,Piperidinecarboxylic acids and derivatives,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,958,4558,Massbank: Myristamidopropyl betaine|carboxymethyl-dimethyl-[3-(tetradecanoylamino)propyl]azanium,"Amino acids, peptides, and analogues",1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,968,-1,(.+/-.)-2-Methylarachidonoyl-2'-fluoroethylamide,Carboximidic acids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,969,-1,Spectral Match to 1-Octadecanamine from NIST14,Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,985,4558,Massbank: Lauramidopropyl betaine|3-(Dodecanoylamino)propyl(carboxymethyl)dimethylammonium|carboxymethyl-[3-(dodecanoylamino)propyl]-dimethylazanium,"Amino acids, peptides, and analogues",1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,991,766,4.alpha.-Hydroxystanozolol,Estrane steroids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1006,2846,Spectral Match to 1-Hexadecyl-sn-glycero-3-phosphocholine from NIST14,Glycerophosphocholines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1016,2132,"5.alpha.-Pregnane-3.alpha.,11.beta.,21-triol-20-one",Steroids and steroid derivatives,0.9571428571428571,class,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1022,5226,C17-Sphinganine,Amines,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1025,8236,Massbank:LU075402 2-Hydroxy-4-methoxybenzophenone|Oxybenzone|(2-hydroxy-4-methoxyphenyl)-phenylmethanone,Benzophenones,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1027,598,"5.alpha.-Pregnane-3.alpha.,21-diol-11,20-dione",Hydroxysteroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1039,1887,Ethyl-4-dimethylaminobenzoate,Benzoic acids and derivatives,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1041,-1,Etonogestrel,Estrane steroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1043,592,Spectral Match to Diethyl phthalate from NIST14,Benzoic acids and derivatives,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1070,-1,"9.alpha.-Fluoro-17,17-dimethyl-18-norandrostane-4,13-dien-11.beta.-ol-3-one",Oxosteroids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1076,1046,"Massbank:LU052302 Acetyl tributyl citrate|tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",Tetracarboxylic acids and derivatives,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1083,2132,Methandienone,Steroids and steroid derivatives,0.9571428571428571,class,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1085,811,13-cis-Retinal,Lipids and lipid-like molecules,1.1,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1087,1690,Palmitoleoyl ethanolamide,Carboximidic acids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1089,241,"Methanone, (1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)-",N-alkylindoles,0.875,subclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1107,5121,2-Linoleoylglycerol,Fatty Acyls,1.1,class,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1113,2947,"2-Hydroxymethyl-17.alpha.-methylandrosta-1,4-diene-11.alpha.,17.beta.-diol-3-one",Androstane steroids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1114,673,Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,Glycerophosphoethanolamines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1132,1867,16.beta.-Hydroxyfurazabol,Estrane steroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1140,3790,Triethylene glycol monobutyl ether,Ethers,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1147,5404,N-Decanoyl-p-nitroaniline,Nitrobenzenes,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1165,-1,Massbank:LU049102 Triphenyl phosphate,Phosphate esters,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1167,1407,Lauric acid diethanolamide,Fatty amides,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1170,599,5.alpha.-Androstan-17.beta.-ol-3-one,Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1172,-1,"Phenol, 5-(1,1-dimethylheptyl)-2-[(1S,3R)-3-hydroxycyclohexyl]-",Cyclohexylphenols,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1182,2132,"4-Androstene-11.beta.,17.beta.-diol-3-one",Steroids and steroid derivatives,0.9571428571428571,class,7,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1202,2021,Massbank:LU119202 Ethyl 3-(N-butylacetamido)propionate|Ethyl butylacetylaminopropionate|ethyl 3-[acetyl(butyl)amino]propanoate,Carboxylic acid derivatives,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1220,599,"9,12-Octadecadiynoic acid",Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1231,-1,Lauric acid diethanolamide,Fatty amides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1237,-1,15(R)-15-Methylprostaglandin F2.alpha.,Eicosanoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1268,3310,"1,9-Dideoxyforskolin",Triterpenoids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1281,4210,"6H-Dibenzo[b,d]pyran, 3-(1,1-dimethylbutyl)-6a,7,10,10a-tetrahydro-6,6,9-trimethyl-, (6aR,10aR)-",1-benzopyrans,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1297,599,Mesterolone,Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1337,414,Etilefrine,Benzene and substituted derivatives,0.8,class,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1345,71,Spectral Match to Lyso-PC(16:0) from NIST14,Glycerophosphocholines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1348,599,"Massbank:EQ303101 Xylometazoline|2-(4-tert-butyl-2,6-dimethyl-benzyl)-2-imidazoline",Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1351,-1,3.beta.-Hydroxy-5-cholenoic acid,"Bile acids, alcohols and derivatives",1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1367,239,Tri(3-chloropropyl) phosphate,Phosphate esters,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1369,239,Tris(2-chloropropyl) phosphate,Phosphate esters,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1376,414,Diethyltoluamide,Benzene and substituted derivatives,0.8,class,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1378,673,1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,Glycerophosphoethanolamines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1389,811,17.alpha.-Nandrolone,Lipids and lipid-like molecules,1.1,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1420,1147,"NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate",Diterpenoids,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1422,4136,"2S-Amino-4E-pentadecene-1,3R-diol",Amines,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1425,224,.beta.-Estradiol,Estrane steroids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1436,-1,Undecanedioic acid,Fatty acids and conjugates,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1459,-1,"6H-Dibenzo[b,d]pyran, 3-(1,1-dimethylbutyl)-6a,7,10,10a-tetrahydro-6,6,9-trimethyl-, (6aR,10aR)-",1-benzopyrans,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1498,9,Massbank:NA003003 Dicyclohexylamine|N-cyclohexylcyclohexanamine,Ureas,0.75,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1504,-1,Glycerol 1-myristate,Monoradylglycerols,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1527,3189,"Dodecanoic acid, 12-[[(cyclohexylamino)carbonyl]amino]-",Fatty acids and conjugates,1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1538,10,Diphenylamine,Aniline and substituted anilines,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1542,-1,"1-[4,5-bis(hydroxymethyl)-3-methoxy-2-methylphenoxy]-3-methylbutane-2,3-diol",Benzyl alcohols,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1587,599,"Phenol, 5-(1,1-dimethylheptyl)-2-[(1R,3S)-3-hydroxycyclohexyl]-, rel-",Lipids and lipid-like molecules,0.5555555555555556,superclass,9,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1594,2966,"MassbankEU:SM878101 Triethylcitrate|triethyl 2-hydroxypropane-1,2,3-tricarboxylate",Tricarboxylic acids and derivatives,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1616,4438,Linoleoylglycine,"Amino acids, peptides, and analogues",1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1623,592,Spectral Match to Dibutyl phthalate from NIST14,Benzoic acids and derivatives,1,subclass,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1634,-1,"1-Pyrrolidineethanol, .alpha.-phenyl-.beta.-propyl-",Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1641,1455,Ametryne,Organoheterocyclic compounds,1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1650,136,Caffeine,Organoheterocyclic compounds,0.6666666666666666,superclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1674,-1,"N,N-Dimethylsphingosine",Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1702,638,.alpha.-Ionone,Lipids and lipid-like molecules,0.9,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1714,252,cis-2-Decenoic acid,Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1741,-1,Desoxypipradrol,Diphenylmethanes,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1768,-1,Euphorbiasteroid,Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1778,730,"15-Deoxy-.DELTA.12,14-prostaglandin D2",Lipids and lipid-like molecules,1,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1779,2976,Massbank:EQ358904 Tributylphosphine oxide|Tri-n-butylphosphine oxide,Steroids and steroid derivatives,0.7666666666666666,class,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1788,2784,Altretamine,Amines,1.1,subclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1789,6874,"2,5-Cyclohexadiene-1,4-dione, 3-hydroxy-2-[(1R,6R)-3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl]-5-pentyl-",Lipids and lipid-like molecules,1.1,superclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1792,3374,"Spectral Match to 2,4,7,9-Tetramethyl-5-decyne-4,7-diol from NIST14",Carbonyl compounds,1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1802,294,Norharmane,Lipids and lipid-like molecules,0.7,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1806,-1,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,Glycerophosphoethanolamines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1873,-1,Jasmonic acid,Lineolic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1876,1663,.alpha.-Ionone,Lipids and lipid-like molecules,0.75,superclass,8,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1888,-1,"2,4,6-Tri-tert-butylaniline",Phenylpropanes,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1973,-1,"1,2-Benzenediamine, 4-methyl-N1-(3-phenylpropyl)-",Phenylpropylamines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1976,-1,Farnesyl acetate,Sesquiterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,1988,4345,Undecanedioic acid,Fatty acids and conjugates,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2005,730,all-trans-4-Hydroxyretinoic acid,Lipids and lipid-like molecules,1,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2012,-1,Gatifloxacin,Quinoline carboxylic acids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2014,1485,Estriol,Estrane steroids,1.1,subclass,3,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2025,1794,cis-Pinonic acid,Carbonyl compounds,1,subclass,4,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2058,-1,"Heptanedioic acid, 1-[2-[(2-carboxyphenyl)methylene]hydrazide]",Benzoic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2061,674,Massbank:LU035902 Dibenzylamine|N-benzyl-1-phenylmethanamine,Benzene and substituted derivatives,0.8333333333333334,class,6,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2062,5400,Hexaethylene glycol,Ethers,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2084,730,"15-Deoxy-.DELTA.12,14-prostaglandin D2",Lipids and lipid-like molecules,1,superclass,5,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2105,-1,Tributylamine,Amines,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2106,-1,Vitamin K2(20),Diterpenoids,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2112,1787,.alpha.-Pyrrolidinohexanophenone,Carbonyl compounds,1,subclass,1,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2123,-1,"3-Quinolinecarboxamide, 1,4-dihydro-6-(1-methylethyl)-4-oxo-1-pentyl-N-tricyclo[3.3.1.1(3,7)]dec-1-yl-",Quinoline carboxamides,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2128,880,Isosteviol,Diterpenoids,1.1,subclass,2,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2148,-1,PERHEXILINE,Dicarboxylic acids and derivatives,1,NA,NA,Library,16616afa8edd490ea7e50cc316a20222
dataset1,2168,414,Massbank:FIO00397 Rebemide,Benzene and substituted derivatives,0.8,class,5,Library,16616afa8edd490ea7e50cc316a20222
